Date,GeoID,County,Area,Percentage_in_Poverty,Poverty_Category_Code,Number_of_Cases,Population_Size,Percent,Percent_Category
20200818,3.51E+10,Sierra/Catron,,0.09,2,6,2290,0.0026,4
20200818,3.50E+10,Otero,,0.11,3,16,6182,0.0026,4
20200818,3.50E+10,Santa Fe,Opera Vicinity,0.03,1,10,3864,0.0026,4
20200818,3.50E+10,San Juan,West,0.3,4,7,2717,0.0026,4
20200818,3.50E+10,Bernalillo,East Mountain,0.07,2,9,3533,0.0025,4
20200818,3.51E+10,Socorro,N/A,0.31,5,9,3553,0.0025,4
20200818,3.51E+10,Sierra,N/A,0.35,5,8,3180,0.0025,4
20200818,3.50E+10,Santa Fe,South,0.04,1,11,4380,0.0025,4
20200818,3.50E+10,Los Alamos,,0.05,1,10,3994,0.0025,4
20200818,3.50E+10,Otero,Alamogordo S.W.,0.33,5,5,2004,0.0025,4
20200818,3.50E+10,Santa Fe,Opera Vicinity,0.1,2,9,3613,0.0025,4
20200818,3.50E+10,Otero,Alamogordo N.E.,0.23,4,6,2471,0.0024,4
20200818,3.50E+10,Hidalgo/Grant,,0.11,3,4,1677,0.0024,4
20200818,3.51E+10,Socorro,,0.22,4,10,4194,0.0024,4
20200818,3.50E+10,Santa Fe,Airport Road,0.06,2,4,1746,0.0023,4
20200818,3.50E+10,San Miguel,Las Vegas,0.41,6,7,3093,0.0023,4
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.08,2,6,2668,0.0022,4
20200818,3.50E+10,Bernalillo,East Gateway,0.17,3,10,4491,0.0022,4
20200818,3.50E+10,Santa Fe,South,0.1,2,4,1824,0.0022,4
20200818,3.50E+10,Colfax/Union,,0.23,4,11,5038,0.0022,4
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.13,3,8,3673,0.0022,4
20200818,3.50E+10,Sandoval,Bernalillo/Placitas,0.13,3,16,7350,0.0022,4
20200818,3.50E+10,Bernalillo,Comanche Juan Tabo,0.2,4,7,3216,0.0022,4
20200818,3.51E+10,Socorro,,0.28,4,6,2798,0.0021,4
20200818,3.50E+10,Eddy,,0.12,3,11,5288,0.0021,4
20200818,3.50E+10,Rio Arriba,Espanola and Pueblos,0.22,4,14,6771,0.0021,4
20200818,3.50E+10,Otero,Alamogordo S.W,0.1,3,15,7325,0.002,4
20200818,3.50E+10,Santa Fe,Opera Vicinity,0.06,2,8,3956,0.002,4
20200818,3.50E+10,Bernalillo,Comanche Juan Tabo,0.08,2,5,2568,0.0019,4
20200818,3.50E+10,Bernalillo,Montano Rio Grande,0.18,3,8,4161,0.0019,4
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.07,2,4,2110,0.0019,4
20200818,3.50E+10,Bernalillo,East Gateway,0.04,1,8,4255,0.0019,4
20200818,3.50E+10,Bernalillo,East Mountain,0.04,1,6,3216,0.0019,4
20200818,3.50E+10,Sandoval,,0.2,3,4,2167,0.0018,4
20200818,3.50E+10,Bernalillo,East Gateway,0.04,1,5,2737,0.0018,4
20200818,3.50E+10,Grant,Silver City,0.17,3,10,5481,0.0018,4
20200818,3.50E+10,Santa Fe,Pueblos Plus,0.04,1,4,2205,0.0018,4
20200818,3.51E+10,Santa Fe,Pueblos Plus,0.19,3,3,1671,0.0018,4
20200818,3.50E+10,Rio Arriba,Espanola and Pueblos,0.31,5,6,3343,0.0018,4
20200818,3.51E+10,Valencia,SE,0.17,3,5,2787,0.0018,4
20200818,3.50E+10,Lincoln,,0.23,4,3,1688,0.0018,4
20200818,3.51E+10,Torrance,,0.23,4,7,3970,0.0018,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.07,2,9,5434,0.0017,4
20200818,3.51E+10,Taos,Downtown and High Road,0.17,3,13,7871,0.0017,4
20200818,3.50E+10,Bernalillo,East Mountain,0.04,1,9,5512,0.0016,4
20200818,3.51E+10,Santa Fe,Pueblos Plus,0.14,3,3,1843,0.0016,4
20200818,3.50E+10,Rio Arriba,Espanola and Pueblos,0.2,3,7,4360,0.0016,4
20200818,3.50E+10,Colfax/Union,,0.19,3,6,3889,0.0015,4
20200818,3.50E+10,Rio Arriba,North,0.22,4,7,4615,0.0015,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.09,2,4,2885,0.0014,4
20200818,3.50E+10,San Miguel,N/A,0.33,5,3,2290,0.0013,4
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.09,2,3,2331,0.0013,4
20200818,3.50E+10,Bernalillo,East Mountain,0.07,2,3,2433,0.0012,4
20200818,3.50E+10,Otero,Alamogordo S.W.,0.44,6,2,1682,0.0012,4
20200818,3.50E+10,Otero,Alamogordo N.E.,0.14,3,6,5135,0.0012,4
20200818,3.51E+10,Socorro,N/A,0.32,5,4,3459,0.0012,4
20200818,3.50E+10,Otero,Alamogordo N.E.,0.08,2,4,3466,0.0012,4
20200818,3.50E+10,Los Alamos,,0.11,3,4,3481,0.0011,4
20200818,3.50E+10,Mora/Guadalupe/San Miguel East,,0.19,3,5,4505,0.0011,4
20200818,3.50E+10,San Miguel,Las Vegas,0.32,5,4,3651,0.0011,4
20200818,3.50E+10,Military Bases,,0.02,1,2,1840,0.0011,4
20200818,3.50E+10,Hidalgo/Grant,,0.23,4,3,2874,0.001,4
20200818,3.50E+10,Hidalgo/Grant,,0.1,2,2,1969,0.001,4
20200818,3.50E+10,Mora/Guadalupe/San Miguel East,,0.17,3,4,4145,0.001,4
20200818,3.50E+10,Los Alamos,,0.06,2,5,5323,0.0009,4
20200818,3.50E+10,Hidalgo/Grant,,0.15,3,2,2281,0.0009,4
20200818,3.50E+10,Sierra/Catron,,0.23,4,3,3518,0.0009,4
20200818,3.50E+10,Military Bases,,0.11,3,3,3678,0.0008,4
20200818,3.50E+10,Santa Fe,Pueblos Plus,0.21,4,4,5014,0.0008,4
20200818,3.50E+10,Santa Fe,Pueblos Plus,0.18,3,1,1317,0.0008,4
20200818,3.50E+10,Los Alamos,,0.02,1,4,6011,0.0007,4
20200818,3.50E+10,San Miguel,Pecos/Villanueva,0.19,3,4,6219,0.0006,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.07,2,2,3189,0.0006,4
20200818,3.50E+10,Rio Arriba,Espanola and Pueblos,0.27,4,2,3216,0.0006,4
20200818,3.50E+10,Bernalillo,Montgomery Louisiana,0.08,2,1,1823,0.0005,4
20200818,3.51E+10,Taos,Northwest,0.38,5,1,2922,0.0003,4
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.26,4,1,3085,0.0003,4
20200818,3.50E+10,Otero,,0.15,3,1,3186,0.0003,4
20200818,3.50E+10,Colfax,,0.3,5,1,3220,0.0003,4
20200818,3.50E+10,Quay/DeBaca/Harding,,0.17,3,0,1805,0,4
20200818,3.50E+10,Otero,,0.15,3,0,2223,0,4
